Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss,Train_Kappa,Val_Kappa
1,0.5425,0.6275,1.1630714547634124,0.9682621574401855,0.6575406032482598,0.8026408203399354
2,0.615,0.59,0.9683115065097809,1.0526165637373923,0.7557276841957912,0.8026408203399354
3,0.6083333333333333,0.56,0.9631158101558686,1.0972556194663048,0.7894216742741518,0.8026408203399354
4,0.63,0.61,0.9167131662368775,0.9989604356884957,0.7979410303878629,0.8026408203399354
5,0.6316666666666667,0.625,0.9113881611824035,1.002176867723465,0.787659139485178,0.8026408203399354
6,0.6416666666666667,0.6225,0.908798143863678,0.9999479572474956,0.7939845370544975,0.8026408203399354
7,0.6533333333333333,0.655,0.892294795513153,0.9101019114255905,0.801404027341585,0.8026408203399354
8,0.6533333333333333,0.63,0.9166110038757325,0.9477166089415551,0.7852564102564102,0.8026408203399354
9,0.6691666666666667,0.6275,0.8260364329814911,0.9028397914767265,0.8261303795169784,0.8026408203399354
10,0.6525,0.575,0.8562553507089615,1.163999457359314,0.794401101422671,0.8026408203399354
11,0.6908333333333333,0.655,0.7827638030052185,0.8523601087927818,0.8332369385000964,0.8026408203399354
12,0.6975,0.6625,0.7642281246185303,0.8252981007099152,0.8355325164938737,0.8026408203399354
13,0.71,0.68,0.7599229675531387,0.8253849944472313,0.8472720581470237,0.8026408203399354
14,0.7258333333333333,0.675,0.7122389262914658,0.8351819530129433,0.8588485746019993,0.8026408203399354
15,0.7083333333333334,0.67,0.7395882451534271,0.8504915431141853,0.8533007334963325,0.8026408203399354
16,0.7258333333333333,0.6775,0.7144474816322327,0.8476527139544487,0.8387096774193548,0.8026408203399354
17,0.7241666666666666,0.6725,0.7297336947917938,0.8375327590107918,0.8393475037073653,0.8026408203399354
18,0.7108333333333333,0.67,0.7206130933761596,0.8436683994531632,0.8527988942639945,0.8026408203399354
19,0.7366666666666667,0.665,0.6834501725435257,0.8485068902373314,0.8592545280350381,0.8026408203399354
20,0.7375,0.6725,0.6904978567361831,0.8562845131754875,0.86222861509417,0.8026408203399354
