Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss,Train_Kappa,Val_Kappa
1,0.6033333333333334,0.585,0.9883859753608704,1.053363276720047,0.7765913188184718,0.8521959459459459
2,0.7338888888888889,0.69,0.7047794910271963,0.9824799528717995,0.8552226267152059,0.8521959459459459
3,0.7783333333333333,0.6575,0.6014080720146497,1.0998111069202423,0.8878209529040231,0.8521959459459459
4,0.8022222222222222,0.64,0.5612190041939418,1.0734438347816466,0.8783155592015313,0.8521959459459459
5,0.845,0.7125,0.4675989762941996,1.22797999471426,0.9174989738678342,0.8521959459459459
6,0.845,0.6875,0.44800127228101094,1.3749421826004982,0.8907126248119273,0.8521959459459459
7,0.86,0.6675,0.4101131002108256,1.286508901119232,0.9280883367839889,0.8521959459459459
8,0.885,0.59,0.35854477375745775,1.3902924627065658,0.9327638467897492,0.8521959459459459
9,0.8922222222222222,0.655,0.3026247775554657,1.331082934141159,0.9343810311552248,0.8521959459459459
10,0.8883333333333333,0.6325,0.3258330170313517,1.291702774465084,0.943245843067198,0.8521959459459459
11,0.9216666666666666,0.68,0.22339959571758905,1.1780614525079727,0.9532300096008778,0.8521959459459459
12,0.95,0.685,0.15714656958977383,1.319449844658375,0.9729804245933278,0.8521959459459459
13,0.9372222222222222,0.6925,0.1892243146399657,1.326222290098667,0.9676002196595277,0.8521959459459459
14,0.9555555555555556,0.695,0.1385910784204801,1.3641578966379166,0.9747412008281573,0.8521959459459459
15,0.9583333333333334,0.6975,0.1297639595468839,1.3780767914652825,0.9789459199119307,0.8521959459459459
16,0.9516666666666667,0.705,0.13880446592966716,1.4068666607141496,0.9697805988684973,0.8521959459459459
17,0.9594444444444444,0.7025,0.11849866850301623,1.4095053482055664,0.9724338551045851,0.8521959459459459
18,0.9688888888888889,0.7075,0.10975110413506627,1.4384995636343956,0.9839086783110988,0.8521959459459459
19,0.9661111111111111,0.71,0.10736361247797807,1.496131392121315,0.9805167887246097,0.8521959459459459
20,0.9711111111111111,0.6925,0.10439911536251505,1.5399627202749253,0.9864190687361419,0.8521959459459459
