Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss,Train_Kappa,Val_Kappa
1,0.5325,0.2,1.130309921503067,1.76160094499588,0.7076558098156478,0.5680061167275507
2,0.5666666666666667,0.3575,1.0013894581794738,1.5099196684360505,0.7796709753231492,0.5680061167275507
3,0.6125,0.2275,0.9448318159580231,1.7220007681846619,0.799575002414759,0.5680061167275507
4,0.635,0.1975,0.912188571691513,2.5217898690700533,0.8090551181102362,0.5680061167275507
5,0.6333333333333333,0.27,0.8567447423934936,3.4401520338654517,0.81104791285067,0.5680061167275507
6,0.6591666666666667,0.2825,0.8206448984146119,2.5238874888420106,0.8265029273168643,0.5680061167275507
7,0.655,0.3875,0.8223174232244491,1.654070062637329,0.8392865330826722,0.5680061167275507
8,0.6791666666666667,0.36,0.7637072628736497,2.6761997389793395,0.8455069019105952,0.5680061167275507
9,0.66,0.4025,0.845853351354599,1.3531069326400758,0.8315379326151731,0.5680061167275507
10,0.685,0.32,0.7935196554660797,1.597472311258316,0.8461046670928851,0.5680061167275507
11,0.7141666666666666,0.3675,0.7150290554761887,1.5970433616638184,0.8727669051793584,0.5680061167275507
12,0.7308333333333333,0.345,0.7020705658197403,1.578757702112198,0.8772810218978102,0.5680061167275507
13,0.7408333333333333,0.37,0.6573678839206696,1.591958155632019,0.8808556728946656,0.5680061167275507
14,0.725,0.3875,0.6928202939033509,1.5863049948215484,0.8799306062819576,0.5680061167275507
15,0.7591666666666667,0.3675,0.6534433323144913,1.7058606541156769,0.881605412324008,0.5680061167275507
16,0.7566666666666667,0.33,0.6283723479509353,1.8669813203811645,0.8996587030716724,0.5680061167275507
17,0.7475,0.39,0.6354141396284103,1.8661069178581238,0.8912702327041205,0.5680061167275507
18,0.7691666666666667,0.39,0.5851220864057541,1.9590300118923187,0.9041764599529922,0.5680061167275507
19,0.75,0.395,0.5989526951313019,2.1020778942108156,0.8913288034918778,0.5680061167275507
20,0.7775,0.395,0.5802333259582519,2.131475749015808,0.8971635972576959,0.5680061167275507
