Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss,Train_Kappa,Val_Kappa
1,0.5925,0.5675,1.0900032675266267,1.1102405029535294,0.7571197256881608,0.792239535594256
2,0.66,0.565,0.9214299094676971,1.118061825633049,0.7920856915664904,0.792239535594256
3,0.7175,0.6225,0.7535166883468628,1.059964421838522,0.8543512008035796,0.792239535594256
4,0.7166666666666667,0.625,0.7430360519886017,1.0373807230591774,0.8365893737447507,0.792239535594256
5,0.7425,0.63,0.6654345774650574,0.9969566595554352,0.8588934274043817,0.792239535594256
6,0.7441666666666666,0.6475,0.6605043989419938,1.0179588358104228,0.8716291097155523,0.792239535594256
7,0.7766666666666666,0.6725,0.6044693121314049,1.021817874610424,0.8676443460616122,0.792239535594256
8,0.755,0.63,0.6494327619671821,1.3858380088210105,0.8464782983355255,0.792239535594256
9,0.8075,0.585,0.5421088474988938,1.1994509014487267,0.9011038522189683,0.792239535594256
10,0.7941666666666667,0.5875,0.5484391766786575,1.627916394174099,0.8850158442734268,0.792239535594256
11,0.8558333333333333,0.625,0.44764975339174273,1.1534231653809548,0.9261262899486293,0.792239535594256
12,0.8608333333333333,0.6375,0.3792703661322594,1.1822828829288483,0.917117035287706,0.792239535594256
13,0.88,0.6425,0.3303152534365654,1.2763219118118285,0.943336355394379,0.792239535594256
14,0.8866666666666667,0.655,0.3196417270600796,1.2421219748258592,0.9413735343383585,0.792239535594256
15,0.895,0.6525,0.28529753535985947,1.3188995486497879,0.9510736613210111,0.792239535594256
16,0.9091666666666667,0.65,0.263609439060092,1.3692822790145873,0.9486810119744306,0.792239535594256
17,0.9033333333333333,0.66,0.27758807823061943,1.3603713166713716,0.9589276042606969,0.792239535594256
18,0.9141666666666667,0.6675,0.24380681373178958,1.325330401659012,0.958628841607565,0.792239535594256
19,0.92,0.645,0.23937367498874665,1.4250694784522056,0.9649559122767353,0.792239535594256
20,0.9341666666666667,0.6425,0.19940694332122802,1.4773563545942308,0.9702447536802541,0.792239535594256
