Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss,Train_Kappa,Val_Kappa
1,0.535,0.22,1.136269726753235,1.7293195414543152,0.6949047913006317,0.5632943568886629
2,0.5908333333333333,0.2825,1.011906601190567,1.7728575778007507,0.7617460846384538,0.5632943568886629
3,0.6333333333333333,0.3375,0.9069762003421783,1.517708568572998,0.8103335513407456,0.5632943568886629
4,0.6608333333333334,0.34,0.8660475546121598,1.5121894407272338,0.829584655719608,0.5632943568886629
5,0.6391666666666667,0.4325,0.8539551270008087,1.3233514642715454,0.8242295626499354,0.5632943568886629
6,0.6625,0.2025,0.8384630239009857,4.357262080907821,0.8321044474709999,0.5632943568886629
7,0.6725,0.2775,0.820949866771698,1.6083384370803833,0.8275235195200654,0.5632943568886629
8,0.7066666666666667,0.2175,0.7845787328481674,4.329655674099922,0.8653476229733443,0.5632943568886629
9,0.7016666666666667,0.2325,0.7242230433225632,3.1133896565437316,0.8588089443959778,0.5632943568886629
10,0.6958333333333333,0.3,0.7760504961013794,1.8595672488212585,0.8428215014742572,0.5632943568886629
11,0.74,0.2275,0.7032114005088806,2.915603175163269,0.8659547126334913,0.5632943568886629
12,0.75,0.2875,0.6373366838693619,2.2139868080615996,0.8824626017369163,0.5632943568886629
13,0.7616666666666667,0.285,0.622033703327179,2.803293445110321,0.8823877337458483,0.5632943568886629
14,0.7583333333333333,0.3075,0.6199976772069931,2.4827446222305296,0.8837731107521092,0.5632943568886629
15,0.79,0.2925,0.5880192852020264,2.631391122341156,0.8958005131205833,0.5632943568886629
16,0.7791666666666667,0.285,0.5779164624214173,2.8407852911949156,0.8968173897092543,0.5632943568886629
17,0.7958333333333333,0.305,0.5410516875982284,2.6616928124427797,0.908658377844607,0.5632943568886629
18,0.7825,0.315,0.5813812440633774,2.5491371250152586,0.9041354227470701,0.5632943568886629
19,0.7983333333333333,0.295,0.5184870406985282,2.6549498772621156,0.9067788940175582,0.5632943568886629
20,0.8041666666666667,0.37,0.5135625746846199,2.558290328979492,0.9194558797207804,0.5632943568886629
