Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss,Train_Kappa,Val_Kappa
1,0.555,0.49,1.1027270638942719,1.3155542886257172,0.7003840636712785,0.7977132805628848
2,0.625,0.62,0.9612161588668823,1.0127773183584212,0.7702519515729445,0.7977132805628848
3,0.6366666666666667,0.52,0.8995132440328598,1.2656729865074157,0.7870632672332389,0.7977132805628848
4,0.65,0.5425,0.9047729432582855,1.1706676901876927,0.7719678072198428,0.7977132805628848
5,0.6558333333333334,0.5625,0.8741525727510452,1.146339963078499,0.7920716961449097,0.7977132805628848
6,0.6758333333333333,0.62,0.8201523542404174,0.9637616115808487,0.8113831899404368,0.7977132805628848
7,0.6658333333333334,0.615,0.860537713766098,0.9970432843267918,0.8097467836523162,0.7977132805628848
8,0.6883333333333334,0.5925,0.7987304192781448,0.9833335983753204,0.8356024821709733,0.7977132805628848
9,0.695,0.6075,0.7818350994586944,1.1006224834918976,0.8304066543438078,0.7977132805628848
10,0.6783333333333333,0.555,0.7914344871044159,1.0728882551193237,0.8177335361076548,0.7977132805628848
11,0.7166666666666667,0.58,0.7187016862630844,1.0026560837030412,0.8401744369014972,0.7977132805628848
12,0.7583333333333333,0.6075,0.6483408439159394,0.9434230214357376,0.8627665890304608,0.7977132805628848
13,0.7508333333333334,0.61,0.6227039730548859,0.9506036928296089,0.871618838390773,0.7977132805628848
14,0.77,0.6175,0.5993355059623718,0.9646160909533501,0.8840853574226851,0.7977132805628848
15,0.7791666666666667,0.6025,0.6064690238237381,0.9941723328828812,0.8830717129650817,0.7977132805628848
16,0.7725,0.6225,0.5810211071372032,0.9756888610124588,0.8807297605473204,0.7977132805628848
17,0.7966666666666666,0.6225,0.5495291537046433,1.0407260316610336,0.8950985711701935,0.7977132805628848
18,0.7791666666666667,0.6375,0.5618082469701767,0.9862585940957069,0.8843223274070653,0.7977132805628848
19,0.7983333333333333,0.6325,0.5363705065846444,0.9837104386091232,0.901428829806475,0.7977132805628848
20,0.8016666666666666,0.62,0.5133089452981949,1.0824842551350593,0.895363151415675,0.7977132805628848
